,longitude,latitude,ssrd,t2mmin,vpd,FPAR,GPP,GPP_constant-Tmin,GPP_constant-SWrad,GPP_constant-VPD,GPP_constant-FPAR
1982-06-09,11.625,50.875,22.436111,12.531555,1547.2711,0.59,0.7127028153017079,0.7127028153017079,0.47648820375,6.9396574031325,0.6039854366963626
1982-06-10,11.625,50.875,19.644135,10.581451,1718.038,0.59,0.0,0.0,0.0,6.0760782865125,0.0
1982-06-11,11.625,50.875,13.136615,11.50589,1323.1805,0.59,1.3278712582159649,1.3278712582159649,1.516225365,4.0632535441125,1.12531462560675
1982-06-12,11.625,50.875,15.480962,11.285034,1354.562,0.59,1.4144867589369507,1.4144867589369507,1.3705415325,4.788377653814999,1.19871759231945
1982-06-13,11.625,50.875,18.863995,9.184235,1133.2717,0.59,2.8719254494968665,3.0148283114600747,2.28365633803725,5.558206792136378,2.4338351266922595
1982-06-14,11.625,50.875,20.216301,8.811371,1053.2089,0.59,3.467609319875598,3.731822341665516,2.572881151608,5.810337332231229,2.9386519659962698
1982-06-15,11.625,50.875,17.220896,7.829712,1128.8055,0.59,2.408630298641192,2.776199053297824,2.098000851966,4.621316766387552,2.0412121174925355
1982-06-16,11.625,50.875,9.580663,7.045929,746.3236,0.58666664,2.179291372729334,2.6628682462479643,3.4120154931803794,2.4115208285153638,1.8573506861829863
1982-06-17,11.625,50.875,15.542868,6.8182983,1023.62146,0.5833333,2.394430218570268,2.977406389667083,2.3107996078043005,3.822525891714988,2.0523688760527365
1982-06-18,11.625,50.875,22.27059,6.5941772,1315.4393,0.58,1.7902189657996403,2.2658131449179093,1.2057733758734999,5.350325659891334,1.5432922118962418
1982-06-19,11.625,50.875,21.425442,11.1875305,1289.8376,0.57666665,2.3331183720417985,2.3331183720417985,1.6334214052912874,6.4772858746302004,2.02293506312685
1982-06-20,11.625,50.875,17.682024,10.187561,1353.229,0.5733333,1.577398699342992,1.577398699342992,1.3381375622012999,5.314685644686631,1.3756384805687998
1982-06-21,11.625,50.875,14.590056,8.396118,1307.1433,0.57,1.3501237625082672,1.4949881104066738,1.388058855814125,3.9373688028820863,1.1843190899195328
1982-06-22,11.625,50.875,18.649883,11.086609,1580.5283,0.56666666,0.38505876792953425,0.38505876792953425,0.30970068385646254,5.540413927043658,0.3397577404055625
1982-06-23,11.625,50.875,16.9511,14.145172,1684.0311,0.5633333,0.0,0.0,0.0,5.006125689029528,0.0
1982-06-24,11.625,50.875,19.145096,12.492889,1555.8984,0.55999994,0.5289000297264216,0.5289000297264216,0.4143881256012675,5.620616681471006,0.4722322199949
1982-06-25,11.625,50.875,22.508354,10.402588,1807.783,0.5566666,0.0,0.0,0.0,6.568668432038027,0.0
1982-06-26,11.625,50.875,13.936934,15.463348,1563.154,0.5533333,0.35092330820709244,0.35092330820709244,0.37769064724755,4.042895255842079,0.3170993939883
1982-06-27,11.625,50.875,13.680953,13.132294,1374.042,0.54999995,1.0887458738590436,1.0887458738590436,1.1937171414802503,3.94473142702552,0.9897690662145002
1982-06-28,11.625,50.875,19.228193,12.377747,1371.0161,0.5466666,1.537459397596659,1.537459397596659,1.19937900373425,5.510607159844656,1.4062130351448752
1982-06-29,11.625,50.875,21.363152,11.370758,1341.1284,0.5433333,1.879697660998802,1.879697660998802,1.3198176427795876,6.085133250238919,1.7297832297402
1982-06-30,11.625,50.875,19.583092,10.728851,1333.3186,0.53999996,1.755745218543447,1.755745218543447,1.3448426978820147,5.543875019082561,1.6256901375913502
1982-07-01,11.625,50.875,19.26445,10.2734375,1505.1721,0.5393333,0.7887163633280011,0.7887163633280011,0.6141231880443001,5.446936210828737,0.731195684865
1982-07-02,11.625,50.875,18.431795,14.077484,2038.288,0.5386666,0.0,0.0,0.0,5.2050645366287664,0.0
1982-07-03,11.625,50.875,17.297499,17.262543,2278.9292,0.538,0.0,0.0,0.0,4.878699051703499,0.0
1982-07-04,11.625,50.875,18.321976,12.053284,1306.4983,0.5373333,1.772887778788294,1.772887778788294,1.4514437024600628,5.161245353095469,1.6497095739165002
